,ghi_w_m2,ghi_clear_w_m2,temp_c,humidity_pct,wind_speed_ms
2018-01-05 21:00:00,0.0,0.0,22.55,35.66,2.11
2018-01-05 22:00:00,0.0,0.0,21.79,37.59,1.95
2018-01-05 23:00:00,0.0,0.0,21.05,39.71,1.81
2018-01-06 00:00:00,0.0,0.0,20.24,42.34,1.78
2018-01-06 01:00:00,0.0,0.0,19.27,45.88,1.84
2018-01-06 02:00:00,0.0,0.0,18.31,49.68,2.01
2018-01-06 03:00:00,0.0,0.0,17.77,52.11,2.48
2018-01-06 04:00:00,0.0,0.0,17.12,54.23,2.91
2018-01-06 05:00:00,0.0,0.0,16.38,55.76,2.98
2018-01-06 06:00:00,14.48,14.6,15.97,55.42,3.15
2018-01-06 07:00:00,149.4,150.5,17.46,48.76,3.44
2018-01-06 08:00:00,352.42,360.02,21.17,37.39,3.05
2018-01-06 09:00:00,558.53,568.95,25.73,24.45,3.66
2018-01-06 10:00:00,722.7,723.05,30.13,15.25,3.54
2018-01-06 11:00:00,816.72,819.42,32.9,11.4,2.6
2018-01-06 12:00:00,763.25,765.33,34.1,10.68,2.37
2018-01-06 13:00:00,694.05,705.53,34.55,10.55,2.75
2018-01-06 14:00:00,553.97,565.4,34.35,10.66,3.07
2018-01-06 15:00:00,416.2,416.35,33.51,11.13,3.27
2018-01-06 16:00:00,196.95,197.15,31.78,13.15,2.82
2018-01-06 17:00:00,32.28,32.33,27.0,22.89,1.76
2018-01-06 18:00:00,0.0,0.0,24.39,25.8,2.13
2018-01-06 19:00:00,0.0,0.0,23.22,27.37,2.31
2018-01-06 20:00:00,0.0,0.0,22.11,29.47,2.09
2018-01-06 21:00:00,0.0,0.0,21.17,31.4,1.87
2018-01-06 22:00:00,0.0,0.0,20.42,32.82,1.72
2018-01-06 23:00:00,0.0,0.0,19.74,34.08,1.65
2018-01-07 00:00:00,0.0,0.0,19.05,35.56,1.62
2018-01-07 01:00:00,0.0,0.0,18.36,37.56,1.61
2018-01-07 02:00:00,0.0,0.0,17.66,40.18,1.62
2018-01-07 03:00:00,0.0,0.0,17.0,43.45,1.6
2018-01-07 04:00:00,0.0,0.0,16.34,47.12,1.55
2018-01-07 05:00:00,0.0,0.0,15.69,50.92,1.45
2018-01-07 06:00:00,12.23,12.45,15.65,53.05,1.37
2018-01-07 07:00:00,120.47,122.9,18.13,46.89,2.4
2018-01-07 08:00:00,306.27,312.17,20.97,41.0,1.28
2018-01-07 09:00:00,474.52,488.83,26.02,26.66,1.07
2018-01-07 10:00:00,608.92,639.4,30.51,16.6,0.96
2018-01-07 11:00:00,670.42,724.78,33.22,13.04,1.21
2018-01-07 12:00:00,750.8,775.4,34.55,12.32,1.62
2018-01-07 13:00:00,672.65,704.3,35.09,12.28,1.68
2018-01-07 14:00:00,556.17,569.45,35.06,12.57,1.55
2018-01-07 15:00:00,362.48,377.88,34.42,13.23,1.25
2018-01-07 16:00:00,174.7,178.2,33.17,15.62,0.77
2018-01-07 17:00:00,31.12,30.88,30.22,24.87,0.74
2018-01-07 18:00:00,0.0,0.0,27.6,27.34,1.13
2018-01-07 19:00:00,0.0,0.0,25.6,30.79,1.25
2018-01-07 20:00:00,0.0,0.0,24.22,32.72,1.34
2018-01-07 21:00:00,0.0,0.0,23.15,34.63,1.41
2018-01-07 22:00:00,0.0,0.0,22.23,36.61,1.44
2018-01-07 23:00:00,0.0,0.0,21.49,38.29,1.43
2018-01-08 00:00:00,0.0,0.0,20.89,39.58,1.41
2018-01-08 01:00:00,0.0,0.0,20.38,40.43,1.38
2018-01-08 02:00:00,0.0,0.0,19.93,41.22,1.35
2018-01-08 03:00:00,0.0,0.0,19.49,42.01,1.32
2018-01-08 04:00:00,0.0,0.0,19.05,43.06,1.29
2018-01-08 05:00:00,0.0,0.0,18.56,44.5,1.27
2018-01-08 06:00:00,12.32,12.38,18.46,45.49,1.24
2018-01-08 07:00:00,146.6,147.35,21.25,37.23,2.51
2018-01-08 08:00:00,347.1,348.52,23.97,32.06,1.99
2018-01-08 09:00:00,482.95,484.05,28.59,22.58,1.66
2018-01-08 10:00:00,645.97,645.97,32.98,15.32,1.66
2018-01-08 11:00:00,733.3,733.35,34.96,13.31,1.71
2018-01-08 12:00:00,729.92,729.97,36.09,12.44,2.18
2018-01-08 13:00:00,659.25,659.33,36.58,11.97,2.69
2018-01-08 14:00:00,532.17,532.33,36.46,11.8,3.08
2018-01-08 15:00:00,388.02,388.17,35.68,12.18,3.34
2018-01-08 16:00:00,190.75,190.85,34.04,13.97,3.05
2018-01-08 17:00:00,32.05,32.08,29.44,23.35,1.79
2018-01-08 18:00:00,0.0,0.0,26.88,27.26,2.02
2018-01-08 19:00:00,0.0,0.0,25.76,29.34,2.12
2018-01-08 20:00:00,0.0,0.0,24.69,31.71,1.89
2018-01-08 21:00:00,0.0,0.0,23.8,33.61,1.62
2018-01-08 22:00:00,0.0,0.0,23.05,34.93,1.49
2018-01-08 23:00:00,0.0,0.0,22.25,36.42,1.47
2018-01-09 00:00:00,0.0,0.0,21.35,38.65,1.54
2018-01-09 01:00:00,0.0,0.0,20.49,41.46,1.8
2018-01-09 02:00:00,0.0,0.0,19.72,44.5,2.2
2018-01-09 03:00:00,0.0,0.0,18.89,47.67,2.49
2018-01-09 04:00:00,0.0,0.0,18.01,50.69,2.51
2018-01-09 05:00:00,0.0,0.0,17.22,53.29,2.45
2018-01-09 06:00:00,12.05,12.05,17.02,54.48,2.83
2018-01-09 07:00:00,150.15,150.27,18.88,49.45,3.51
2018-01-09 08:00:00,358.88,359.08,22.54,40.53,2.84
2018-01-09 09:00:00,482.58,482.77,28.2,26.79,3.87
2018-01-09 10:00:00,644.85,644.85,33.31,14.57,5.32
2018-01-09 11:00:00,745.85,745.85,35.42,11.35,5.36
2018-01-09 12:00:00,875.28,875.28,36.68,9.97,5.36
2018-01-09 13:00:00,807.08,807.08,37.05,9.48,5.38
2018-01-09 14:00:00,660.15,661.42,36.64,9.61,5.34
2018-01-09 15:00:00,453.33,455.67,35.66,10.28,5.17
2018-01-09 16:00:00,224.65,226.15,33.91,11.9,4.52
2018-01-09 17:00:00,38.6,38.67,29.12,19.59,2.31
2018-01-09 18:00:00,0.0,0.0,25.95,25.45,2.0
2018-01-09 19:00:00,0.0,0.0,24.71,28.13,1.8
2018-01-09 20:00:00,0.0,0.0,23.69,30.47,1.59
2018-01-09 21:00:00,0.0,0.0,22.8,32.39,1.52
2018-01-09 22:00:00,0.0,0.0,21.85,34.25,1.57
2018-01-09 23:00:00,0.0,0.0,20.87,36.24,1.78
2018-01-10 00:00:00,0.0,0.0,19.92,38.69,2.1
2018-01-10 01:00:00,0.0,0.0,18.9,41.57,2.36
2018-01-10 02:00:00,0.0,0.0,17.93,44.47,2.45
2018-01-10 03:00:00,0.0,0.0,17.07,47.44,2.43
2018-01-10 04:00:00,0.0,0.0,16.32,50.27,2.38
2018-01-10 05:00:00,0.0,0.0,15.62,53.21,2.33
2018-01-10 06:00:00,14.7,14.65,15.43,54.8,2.81
2018-01-10 07:00:00,166.6,168.38,17.26,49.69,3.38
2018-01-10 08:00:00,386.6,395.92,21.1,38.75,2.89
2018-01-10 09:00:00,595.08,611.3,26.38,23.85,3.81
2018-01-10 10:00:00,767.7,769.85,31.17,14.2,4.59
2018-01-10 11:00:00,863.1,863.67,34.27,10.01,4.83
2018-01-10 12:00:00,882.95,883.8,35.55,8.96,4.75
2018-01-10 13:00:00,811.08,811.58,36.07,8.56,4.69
2018-01-10 14:00:00,659.85,668.38,35.93,8.65,4.71
2018-01-10 15:00:00,446.75,463.8,35.06,9.27,4.68
2018-01-10 16:00:00,218.35,230.3,33.4,10.82,4.24
2018-01-10 17:00:00,39.6,40.67,28.65,18.07,2.33
2018-01-10 18:00:00,0.0,0.0,25.54,23.06,2.3
2018-01-10 19:00:00,0.0,0.0,24.31,25.68,2.26
2018-01-10 20:00:00,0.0,0.0,23.18,28.45,2.0
2018-01-10 21:00:00,0.0,0.0,22.23,30.73,1.78
2018-01-10 22:00:00,0.0,0.0,21.39,32.96,1.69
2018-01-10 23:00:00,0.0,0.0,20.52,35.82,1.7
2018-01-11 00:00:00,0.0,0.0,19.62,39.04,1.83
2018-01-11 01:00:00,0.0,0.0,18.79,41.83,2.12
2018-01-11 02:00:00,0.0,0.0,17.94,44.03,2.47
2018-01-11 03:00:00,0.0,0.0,17.03,45.32,2.66
2018-01-11 04:00:00,0.0,0.0,16.09,45.96,2.73
2018-01-11 05:00:00,0.0,0.0,15.2,46.37,2.82
2018-01-11 06:00:00,13.48,13.5,14.77,45.8,3.24
2018-01-11 07:00:00,167.75,168.2,16.45,40.05,3.72
2018-01-11 08:00:00,351.35,352.02,20.34,31.06,3.34
2018-01-11 09:00:00,562.75,562.97,25.84,18.11,4.63
2018-01-11 10:00:00,732.58,732.58,30.58,11.2,5.23
2018-01-11 11:00:00,737.51,765.7,33.58,8.9,4.82
2018-01-11 12:00:00,875.55,875.55,34.91,8.62,4.23
2018-01-11 13:00:00,805.15,805.15,35.45,8.66,3.86
2018-01-11 14:00:00,660.8,660.95,35.39,8.74,3.68
2018-01-11 15:00:00,455.02,455.33,34.69,9.17,3.54
2018-01-11 16:00:00,250.52,250.82,33.13,10.67,3.11
2018-01-11 17:00:00,45.05,45.12,28.05,19.41,1.83
2018-01-11 18:00:00,0.0,0.0,25.28,22.38,2.3
2018-01-11 19:00:00,0.0,0.0,24.22,23.86,2.55
2018-01-11 20:00:00,0.0,0.0,23.18,26.09,2.36
2018-01-11 21:00:00,0.0,0.0,22.24,28.4,2.03
2018-01-11 22:00:00,0.0,0.0,21.51,30.3,1.8
2018-01-11 23:00:00,0.0,0.0,20.87,32.02,1.67
2018-01-12 00:00:00,0.0,0.0,20.15,34.0,1.61
2018-01-12 01:00:00,0.0,0.0,19.33,36.18,1.66
2018-01-12 02:00:00,0.0,0.0,18.56,38.11,1.95
2018-01-12 03:00:00,0.0,0.0,17.76,40.08,2.31
2018-01-12 04:00:00,0.0,0.0,16.83,42.35,2.45
2018-01-12 05:00:00,0.0,0.0,15.92,44.8,2.35
2018-01-12 06:00:00,13.15,13.15,15.6,46.02,2.78
2018-01-12 07:00:00,163.88,163.95,17.3,41.82,3.51
2018-01-12 08:00:00,346.8,346.92,20.95,33.78,3.13
2018-01-12 09:00:00,558.42,558.62,26.1,21.84,4.21
2018-01-12 10:00:00,723.92,724.17,30.63,13.81,4.83
2018-01-12 11:00:00,814.15,814.42,33.42,10.58,4.43
2018-01-12 12:00:00,865.05,865.5,34.74,9.85,3.95
2018-01-12 13:00:00,794.38,794.97,35.27,9.73,3.68
2018-01-12 14:00:00,649.1,649.8,35.17,9.91,3.67
2018-01-12 15:00:00,447.5,448.12,34.42,10.45,3.74
2018-01-12 16:00:00,245.2,245.6,32.9,11.82,3.58
2018-01-12 17:00:00,44.28,44.33,28.26,19.72,1.99
2018-01-12 18:00:00,0.0,0.0,25.33,24.37,2.17
2018-01-12 19:00:00,0.0,0.0,24.22,26.75,2.22
2018-01-12 20:00:00,0.0,0.0,23.12,29.44,1.96
2018-01-12 21:00:00,0.0,0.0,22.19,31.81,1.68
2018-01-12 22:00:00,0.0,0.0,21.44,33.79,1.54
2018-01-12 23:00:00,0.0,0.0,20.64,35.68,1.52
2018-01-13 00:00:00,0.0,0.0,19.73,37.93,1.64
2018-01-13 01:00:00,0.0,0.0,18.93,40.21,1.98
2018-01-13 02:00:00,0.0,0.0,18.15,42.82,2.43
2018-01-13 03:00:00,0.0,0.0,17.23,45.46,2.78
2018-01-13 04:00:00,0.0,0.0,16.22,47.97,2.89
2018-01-13 05:00:00,0.0,0.0,15.23,50.22,2.91
2018-01-13 06:00:00,13.88,13.9,14.68,50.54,3.32
2018-01-13 07:00:00,156.73,157.98,16.22,44.34,3.7
2018-01-13 08:00:00,365.1,380.15,20.13,33.15,3.41
2018-01-13 09:00:00,577.47,598.65,25.53,18.74,4.62
2018-01-13 10:00:00,732.05,766.95,30.16,11.32,5.22
2018-01-13 11:00:00,841.35,862.62,33.03,8.92,4.72
2018-01-13 12:00:00,860.2,873.08,34.38,8.5,4.09
2018-01-13 13:00:00,781.55,803.95,34.97,8.47,3.69
2018-01-13 14:00:00,649.15,658.05,34.96,8.58,3.51
2018-01-13 15:00:00,445.8,453.15,34.32,9.01,3.46
2018-01-13 16:00:00,229.38,232.8,32.81,10.34,3.2
2018-01-13 17:00:00,42.58,42.85,27.9,18.73,1.85
2018-01-13 18:00:00,0.0,0.0,25.07,22.24,2.21
2018-01-13 19:00:00,0.0,0.0,24.03,24.12,2.44
2018-01-13 20:00:00,0.0,0.0,23.02,26.44,2.3
2018-01-13 21:00:00,0.0,0.0,22.06,28.69,2.04
2018-01-13 22:00:00,0.0,0.0,21.22,30.71,1.84
2018-01-13 23:00:00,0.0,0.0,20.45,32.78,1.74
2018-01-14 00:00:00,0.0,0.0,19.65,34.99,1.78
2018-01-14 01:00:00,0.0,0.0,18.84,37.08,2.06
2018-01-14 02:00:00,0.0,0.0,18.01,38.9,2.46
2018-01-14 03:00:00,0.0,0.0,17.03,40.57,2.72
2018-01-14 04:00:00,0.0,0.0,15.97,42.53,2.8
2018-01-14 05:00:00,0.0,0.0,15.0,45.0,2.73
2018-01-14 06:00:00,12.88,13.07,14.54,46.86,3.16
2018-01-14 07:00:00,143.82,147.68,16.04,43.54,3.59
2018-01-14 08:00:00,362.02,371.08,19.74,35.13,3.16
2018-01-14 09:00:00,556.88,573.45,25.09,21.98,4.05
2018-01-14 10:00:00,718.35,731.0,29.92,14.0,4.64
2018-01-14 11:00:00,792.78,819.5,33.11,10.64,4.15
2018-01-14 12:00:00,874.53,883.72,34.73,9.77,3.43
2018-01-14 13:00:00,805.47,808.85,35.46,9.48,2.94
2018-01-14 14:00:00,644.88,671.83,35.54,9.35,2.75
2018-01-14 15:00:00,467.73,474.8,35.03,9.53,2.72
2018-01-14 16:00:00,271.6,274.62,33.72,10.61,2.53
2018-01-14 17:00:00,51.28,51.55,28.66,20.49,1.44
2018-01-14 18:00:00,0.0,0.0,25.75,22.98,1.99
2018-01-14 19:00:00,0.0,0.0,24.7,24.64,2.64
2018-01-14 20:00:00,0.0,0.0,23.5,27.88,2.85
2018-01-14 21:00:00,0.0,0.0,22.39,31.12,2.66
2018-01-14 22:00:00,0.0,0.0,21.51,33.75,2.43
2018-01-14 23:00:00,0.0,0.0,20.72,36.33,2.21
2018-01-15 00:00:00,0.0,0.0,19.99,39.15,2.03
2018-01-15 01:00:00,0.0,0.0,19.26,42.01,1.92
2018-01-15 02:00:00,0.0,0.0,18.54,45.03,1.89
2018-01-15 03:00:00,0.0,0.0,17.81,48.16,1.91
2018-01-15 04:00:00,0.0,0.0,17.06,51.41,1.91
2018-01-15 05:00:00,0.0,0.0,16.35,54.31,1.87
2018-01-15 06:00:00,12.25,12.38,16.25,54.86,2.28
2018-01-15 07:00:00,159.82,162.07,18.15,48.75,3.03
2018-01-15 08:00:00,383.38,387.9,21.76,38.27,2.45
2018-01-15 09:00:00,571.85,577.97,26.89,23.21,3.39
2018-01-15 10:00:00,728.15,736.3,31.71,13.83,3.87
2018-01-15 11:00:00,818.38,819.4,34.39,10.81,3.36
2018-01-15 12:00:00,781.38,781.6,35.77,9.87,2.79
2018-01-15 13:00:00,711.83,730.53,36.46,9.57,2.35
2018-01-15 14:00:00,581.92,591.15,36.54,9.65,2.03
2018-01-15 15:00:00,410.88,412.67,36.04,10.13,1.8
2018-01-15 16:00:00,200.4,202.45,34.58,13.92,1.22
2018-01-15 17:00:00,38.0,37.95,30.69,24.5,0.94
2018-01-15 18:00:00,0.0,0.0,28.18,26.22,1.1
2018-01-15 19:00:00,0.0,0.0,26.64,30.08,1.05
2018-01-15 20:00:00,0.0,0.0,25.61,33.55,1.03
2018-01-15 21:00:00,0.0,0.0,24.75,36.69,1.04
2018-01-15 22:00:00,0.0,0.0,23.79,39.35,1.07
2018-01-15 23:00:00,0.0,0.0,22.89,41.48,1.1
2018-01-16 00:00:00,0.0,0.0,21.97,43.37,1.14
2018-01-16 01:00:00,0.0,0.0,21.26,44.95,1.16
2018-01-16 02:00:00,0.0,0.0,20.63,46.71,1.19
2018-01-16 03:00:00,0.0,0.0,20.01,49.07,1.21
2018-01-16 04:00:00,0.0,0.0,19.38,52.51,1.21
2018-01-16 05:00:00,0.0,0.0,18.73,57.05,1.21
2018-01-16 06:00:00,10.6,10.55,18.67,59.79,1.26
2018-01-16 07:00:00,122.65,123.3,20.87,54.12,2.5
2018-01-16 08:00:00,319.33,320.48,23.8,45.79,1.95
2018-01-16 09:00:00,472.75,473.05,28.49,31.98,2.11
2018-01-16 10:00:00,652.7,659.12,32.46,22.46,2.25
2018-01-16 11:00:00,744.42,748.8,34.6,18.84,1.96
2018-01-16 12:00:00,784.03,792.22,36.18,16.83,1.72
2018-01-16 13:00:00,709.53,725.03,36.9,15.99,1.53
2018-01-16 14:00:00,581.85,586.72,36.96,16.0,1.41
2018-01-16 15:00:00,399.02,408.33,36.45,16.73,1.34
2018-01-16 16:00:00,199.55,202.12,35.36,18.65,1.21
2018-01-16 17:00:00,41.22,38.97,32.34,29.5,0.85
2018-01-16 18:00:00,0.0,0.0,30.06,32.98,1.06
2018-01-16 19:00:00,0.0,0.0,28.39,37.67,1.14
2018-01-16 20:00:00,0.0,0.0,27.16,41.69,1.3
2018-01-16 21:00:00,0.0,0.0,26.33,44.99,1.61
2018-01-16 22:00:00,0.0,0.0,25.77,47.41,2.06
2018-01-16 23:00:00,0.0,0.0,25.17,48.97,2.45
2018-01-17 00:00:00,0.0,0.0,24.5,49.72,2.56
2018-01-17 01:00:00,0.0,0.0,23.83,49.96,2.51
2018-01-17 02:00:00,0.0,0.0,23.13,50.58,2.4
2018-01-17 03:00:00,0.0,0.0,22.37,51.9,2.32
2018-01-17 04:00:00,0.0,0.0,21.75,52.81,2.43
2018-01-17 05:00:00,0.0,0.0,20.91,55.24,2.27
2018-01-17 06:00:00,10.6,10.6,20.48,56.56,2.6
2018-01-17 07:00:00,143.0,143.05,21.52,52.79,2.92
2018-01-17 08:00:00,311.88,312.0,24.33,41.65,2.82
2018-01-17 09:00:00,525.35,525.5,28.18,26.75,3.87
2018-01-17 10:00:00,681.05,681.12,31.84,17.19,4.35
2018-01-17 11:00:00,773.25,773.5,34.02,14.01,4.07
2018-01-17 12:00:00,728.97,729.38,35.49,12.79,3.81
2018-01-17 13:00:00,654.25,654.88,36.23,12.61,3.72
2018-01-17 14:00:00,533.25,533.92,36.29,12.87,3.71
2018-01-17 15:00:00,356.75,357.4,35.67,13.37,3.64
2018-01-17 16:00:00,191.8,192.23,34.17,15.41,2.9
2018-01-17 17:00:00,36.38,36.42,30.23,23.35,1.75
2018-01-17 18:00:00,0.0,0.0,28.03,26.49,2.09
2018-01-17 19:00:00,0.0,0.0,26.99,28.71,2.5
2018-01-17 20:00:00,0.0,0.0,25.94,31.52,2.69
2018-01-17 21:00:00,0.0,0.0,25.01,33.92,2.66
2018-01-17 22:00:00,0.0,0.0,24.14,35.83,2.57
2018-01-17 23:00:00,0.0,0.0,23.3,37.4,2.47
2018-01-18 00:00:00,0.0,0.0,22.43,39.18,2.33
2018-01-18 01:00:00,0.0,0.0,21.54,41.15,2.21
2018-01-18 02:00:00,0.0,0.0,20.68,43.43,2.1
2018-01-18 03:00:00,0.0,0.0,19.88,46.11,2.0
2018-01-18 04:00:00,0.0,0.0,19.13,49.25,1.95
2018-01-18 05:00:00,0.0,0.0,18.42,52.77,1.98
2018-01-18 06:00:00,10.6,10.6,18.24,54.53,2.53
2018-01-18 07:00:00,143.02,143.23,19.63,50.37,3.12
2018-01-18 08:00:00,350.48,350.85,22.69,41.64,2.59
2018-01-18 09:00:00,520.85,521.22,27.7,25.87,3.72
2018-01-18 10:00:00,698.15,698.15,32.38,15.95,4.88
2018-01-18 11:00:00,805.3,805.75,35.14,12.6,4.74
2018-01-18 12:00:00,838.62,839.55,36.57,11.84,4.51
